,ticker,cik
4703,thff,0000714562
5741,thg,0000944695
5109,thm,0001134115
2473,thmo,0000811212
4473,tho,0000730263
73,thq,0001604522
1256,thr,0001489096
2775,thrm,0000903129
2361,thry,0001556739
2965,ths,0001320695
801,thtx,0001512717
3759,thw,0001635977
3188,tif,0000098246
5821,tig,0001801754
3223,tigo,0000912958
5631,tigr,0001756699
1750,tile,0000715787
3921,timb,0001826168
1020,tipt,0001393726
548,tisi,0000318833
5246,titn,0001409171
4064,tjx,0000109198
5807,tk,0000911971
1412,tkat,0001491487
4620,tkc,0001071321
4594,tkr,0000098362
5092,tlc,0001722890
478,tlgt,0000352998
3522,tli,0001068963
5576,tlk,0001001807
2937,tlnd,0001668105
2016,tlry,0001731348
4553,tlsa,0001723069
1371,tlys,0001524025
4956,tm,0001094517
2261,tmbr,0001504167
758,tmdi,0000840551
2215,tmdx,0001756262
370,tme,0001744676
1330,tmhc,0001562476
4190,tmo,0000097745
5130,tmp,0001005817
3458,tmpmu,0001823524
2933,tmq,0001543418
3402,tmst,0001598428
263,tmtsu,0001822553
2966,tmus,0001283699
2419,tmx,0001428875
2575,tnav,0001474439
1322,tnc,0000097134
243,tndm,0001438133
5366,tnet,0000937098
4509,tnk,0001419945
1968,tnp,0001166663
4013,tnxp,0001430306
4572,tol,0000794170
1326,tomz,0000314227
1362,tops,0001296484
5668,tot,0000879764
1324,tota,0001731176
2425,tour,0001597095
5474,tpb,0001290677
4088,tpc,0000077543
1151,tpco,0001593195
469,tph,0001561680
4883,tphs,0000724742
2693,tpic,0001455684
5126,tpl,0000097517
1162,tpr,0001116132
767,tpre,0001576018
2275,tptx,0001595893
2685,tpvg,0001580345
5303,tpx,0001206264
3610,tpz,0001408201
5455,tr,0000098677
4820,trc,0000096869
4041,trch,0001431959
34,treb,0001805833
2183,trec,0000007039
931,tree,0001434621
18,trex,0001069878
3178,trgp,0001389170
132,trhc,0001651561
3006,tri,0001075124
358,trib,0000888721
1486,tril,0001616212
864,trip,0001526520
4283,trmb,0000864749
2949,trmd,0001655891
1123,trmk,0000036146
3660,trmt,0001708405
2477,trn,0000099780
1156,trne,0001754820
3772,trno,0001476150
3606,trns,0000099302
4721,trow,0001113169
1339,trox,0001530804
1574,trp,0001232384
1133,trq,0001158041
2833,trs,0000842633
2877,trst,0000357301
1035,trt,0000732026
4119,trtn,0001660734
2136,trtx,0001630472
3323,tru,0001552033
3974,true,0001327318
4213,trup,0001371285
5577,trv,0000086312
3650,trvg,0001683825
5054,trvi,0001563880
2863,trvn,0001429560
3800,trwh,0001747079
788,trx,0001173643
3080,trxc,0000876378
3709,ts,0001190723
291,tsbk,0001046050
364,tsc,0001380846
3646,tsco,0000916365
3806,tse,0001519061
2450,tsem,0000928876
368,tsha,0001806310
5252,tsi,0000809559
3738,tsla,0001318605
2478,tslx,0001508655
2052,tsm,0001046179
921,tsn,0000100493
3134,tsq,0001499832
5820,tsri,0000098338
379,tt,0001466258
3248,ttc,0000737758
4562,ttcf,0001741231
4070,ttd,0001671933
4576,ttec,0001013880
1815,ttek,0000831641
712,ttgt,0001293282
3729,tti,0000844965
1379,ttm,0000926042
1888,ttmi,0001116942
2400,ttnp,0000910267
4924,ttoo,0001492674
707,ttp,0001526329
3207,ttwo,0000946581
1009,tu,0000868675
387,tufn,0001757399
431,tup,0001008654
297,turn,0000893739
4912,tusk,0001679268
1817,tv,0000912892
3992,tvc,0001376986
51,tvty,0000704415
4670,tw,0001758730
1067,twctu,0001819313
528,twi,0000899751
1472,twin,0000100378
4919,twlo,0001447669
3326,twn,0000804123
1274,twnd,0001814215
1629,twnk,0001644406
3917,two,0001465740
62,twou,0001459417
4659,twst,0001581280
3197,twtr,0001418091
781,tx,0001342874
1413,txg,0001770787
5726,txmd,0000025743
3731,txn,0000097476
353,txrh,0001289460
1172,txt,0000217346
3424,tyg,0001268533
5541,tyht,0001300734
2522,tyl,0000860731
3268,tyme,0001537917
5582,tzac,0001742927
3491,tzoo,0001133311
148,u,0001810806
5341,ua,0001336917
3971,ual,0000100517
5871,uamy,0000101538
4132,uan,0001425292
1354,uavs,0000008504
3015,uba,0001029800
2375,ubcp,0000731653
4289,uber,0001543151
1494,ubfo,0001137547
5203,uboh,0001087456
2414,ubs,0001610520
1803,ubsi,0000729986
2529,ubx,0001463361
3623,ucbi,0000857855
3699,ucl,0001775898
4014,uctt,0001275014
744,udr,0000074208
292,ue,0001611547
2938,uec,0001334933
2018,ueic,0000101984
2023,ueps,0001041514
1716,ufab,0001617669
2674,ufcs,0000101199
5306,ufi,0000100726
2305,ufpi,0000912767
4796,ufpt,0000914156
1311,ufs,0001381531
4316,ug,0000101295
5627,ugi,0000884614
4122,ugp,0001094972
1368,uhal,0000004457
5240,uhs,0000352915
3693,uht,0000798783
5694,ui,0001511737
424,uihc,0001401521
3618,uis,0000746838
270,ul,0000217410
1056,ulbi,0000875657
828,ulh,0001308208
5028,ulta,0001403568
334,umbf,0000101382
1517,umc,0001033767
2474,umh,0000752642
2211,umpq,0001077771
2333,un,0000110390
3077,unam,0000100716
1317,unb,0000706863
5760,unf,0000717954
306,unfi,0001020859
1155,unh,0000731766
5074,unit,0001620280
5757,unm,0000005513
5393,unp,0000100885
129,unty,0000920427
2270,unvr,0001494319
2635,uone,0001041657
4739,upld,0001505155
3793,ups,0001090727
2212,upwk,0001627475
1825,urbn,0000912615
3234,urg,0001375205
1590,urgn,0001668243
2798,uri,0001067701
1498,urov,0001740547
825,usa,0000799195
177,usac,0001522727
2634,usak,0000883945
3546,usap,0000931584
1469,usas,0001286973
2219,usau,0000027093
3492,usb,0000036104
4823,uscr,0001073429
5522,usdp,0001610682
4224,useg,0000101594
4360,usfd,0001665918
1571,usio,0001088034
1727,uslm,0000082020
3664,usm,0000821130
2623,usna,0000896264
735,usph,0000885978
5824,usws,0001670349
5056,usx,0000923571
2508,utf,0001275617
1510,utg,0001263994
5536,uthr,0001082554
1437,uti,0001261654
1373,utl,0000755001
899,utmd,0000706698
462,utsi,0001030471
2043,utz,0001739566
1621,uuu,0000102109
3885,uuuu,0001385849
4043,uve,0000891166
4173,uvsp,0000102212
456,uvv,0000102037
4286,uxin,0001729173
2367,v,0001403161
4995,vac,0001524358
3920,vacqu,0001819994
2495,vale,0000917851
5112,valu,0000717720
256,vapo,0001253176
1000,var,0000203527
3281,vbf,0000005094
4835,vbfc,0001290476
1957,vbiv,0000764195
1443,vblt,0001603207
371,vbtx,0001501570
760,vc,0001111335
2130,vcel,0000887359
556,vcf,0000907573
4461,vcif,0001517767
750,vcnx,0001205922
10,vcra,0001129260
314,vctr,0001570827
3514,vcvcu,0001821595
4735,vcyt,0001384101
83,vec,0001601548
3385,veco,0000103145
4928,vedl,0001370431
5764,veev,0001393052
4958,vel,0001692376
2028,veon,0001468091
4818,ver,0001507385
718,verb,0001566610
3224,veri,0001615165
5566,vero,0001409269
3720,veru,0000863894
5320,verx,0001806837
3340,very,0001575434
4666,vet,0001293135
2645,vfc,0000103379
1831,vff,0001584549
1953,vfl,0000895574
5089,vg,0001272830
3589,vgi,0001528811
514,vgr,0000059440
111,vgz,0000783324
704,vhc,0001082324
5420,vhi,0000059255
5118,viac,0000813828
586,viao,0001769116
4048,viav,0000912093
1568,vici,0001705696
2025,vicr,0000751978
600,vie,0001734517
5144,viot,0001742770
2711,vips,0001529192
4246,vir,0001706431
1482,virc,0000751365
5289,virt,0001592386
3233,visl,0001565228
3973,vist,0001762506
267,vitl,0001579733
1415,viv,0001066119
5177,vive,0000879682
752,vivo,0000794172
202,vjet,0001582581
5586,vkq,0000877463
3125,vktx,0001607678
3745,vldr,0001745317
1511,vlgea,0000103595
2282,vlo,0001035002
5078,vlrs,0001520504
1345,vlt,0000846671
4091,vly,0000714310
1081,vmac,0001810491
4351,vmc,0001396009
3059,vmd,0001729149
5518,vmi,0000102729
4197,vmm,0000895658
836,vmw,0001124610
4578,vnce,0001579157
3064,vnda,0001347178
44,vne,0001733186
3949,vnet,0001508475
264,vno,0000899689
1688,vnom,0001602065
4638,vnrx,0000093314
3483,vnt,0001786842
1972,vntr,0001705682
1169,voc,0001505413
4851,vod,0000839923
5510,volt,0000103872
1938,voxx,0000807707
2875,voya,0001535929
2242,vpg,0001487952
976,vra,0001495320
2604,vray,0001597313
194,vrca,0001660334
2870,vrex,0001681622
2619,vrm,0001580864
5283,vrme,0001104038
949,vrna,0001657312
3208,vrns,0001361113
4882,vrnt,0001166388
4676,vrrm,0001682745
3705,vrs,0001421182
2793,vrsk,0001442145
5731,vrsn,0001014473
3873,vrt,0001674101
501,vrts,0000883237
2589,vrtu,0001207074
5153,vrtv,0001599489
5276,vrtx,0000875320
4128,vsat,0000797721
3647,vsec,0000102752
4782,vsh,0000103730
4618,vspru,0001818093
4520,vst,0001692819
791,vsta,0001792829
4891,vstm,0001526119
70,vsto,0001616318
1722,vtec,0001172088
1892,vtgn,0001411685
2484,vtnr,0000890447
285,vtol,0001525221
4987,vtr,0000740260
3130,vtru,0001805012
2836,vtsi,0001085243
1715,vtvt,0001641489
4605,vuzi,0001463972
3249,vvi,0000884219
1228,vvnt,0001713952
880,vvpr,0001681348
1730,vvv,0001674910
973,vxrt,0000072444
91,vygr,0001640266
772,vyne,0001566044
3361,vz,0000732712
2739,w,0001616707
817,wab,0000943452
2060,wabc,0000311094
5040,wafd,0000936528
3946,wafu,0001716770
1016,wal,0001212545
2011,wash,0000737468
5826,wat,0001000697
4423,watt,0001575793
2976,wb,0001595761
2323,wba,0001618921
580,wbai,0001517496
143,wbk,0000719245
2056,wbs,0000801337
276,wbt,0001650962
4955,wcc,0000929008
3870,wcn,0001318220
4774,wd,0001497770
2730,wday,0001327811
1564,wdc,0000106040
5293,wdfc,0000105132
4416,wdr,0001052100
4237,wea,0001163792
4992,wec,0000783325
1270,wei,0001734902
818,well,0000766704
3129,wen,0000030697
4575,wern,0000793074
909,wes,0001423902
5795,wetf,0000880631
4736,wex,0001309108
1492,weys,0000106532
2750,wf,0001264136
3579,wfc,0000072971
2202,wgo,0000107687
1182,wh,0001722684
4923,whd,0001699136
3437,whg,0001165002
1889,whlm,0001013706
1706,whlr,0001527541
2991,whr,0000106640
3964,wia,0001254370
3753,wifi,0001169988
3199,wilc,0001030997
2861,wimi,0001770088
141,wina,0000908315
1276,wing,0001636222
4663,wint,0000946486
4370,wire,0000850460
4810,wisa,0001682149
1356,wit,0001123799
2189,wiw,0001267902
255,wix,0001576789
2827,wk,0001445305
2891,wkey,0001738699
2014,wkhs,0001425287
5213,wldn,0001370450
5720,wlfc,0001018164
1167,wlk,0001262823
2660,wlkp,0001604665
3796,wll,0001255474
199,wltw,0001140536
1620,wm,0000823768
406,wmb,0000107263
3665,wmc,0001465885
870,wmg,0001319161
1240,wmgi,0001492658
77,wmk,0000105418
3939,wms,0001604028
466,wmt,0000104169
3375,wnc,0000879526
2737,wneb,0001157647
5110,wns,0001356570
5797,wor,0000108516
4276,work,0001764925
4067,worx,0001674227
3255,wow,0001701051
1827,wpc,0001025378
5450,wpf,0001809104
3708,wpg,0001594686
3807,wpm,0001323404
4099,wpp,0000806968
1194,wprt,0001370416
4135,wpx,0001518832
1059,wrb,0000011544
5805,wre,0000104894
1248,wri,0000828916
5866,wrk,0001732845
627,wrld,0000108385
5081,wrn,0001364125
4850,wrtc,0001702924
5727,wsbc,0000203596
5937,wsbf,0001569994
4859,wsc,0001647088
5445,wsfs,0000828944
4728,wsg,0001771279
2916,wsm,0000719955
1054,wso,0000105016
4841,wsr,0001175535
363,wst,0000105770
2770,wstg,0000945983
3471,wtba,0001166928
146,wter,0001532390
1909,wtfc,0001015328
330,wti,0001288403
4096,wtm,0000776867
1197,wtre,0001601669
5428,wtrg,0000078128
4880,wtrh,0001653247
4778,wts,0000795403
1576,wtt,0000878828
2731,wttr,0001693256
247,wu,0001365135
3843,wve,0001631574
2946,wvfc,0000910679
2236,wvvi,0000838875
2712,ww,0000105319
5611,wwd,0000108312
597,wwe,0001091907
125,wwr,0000839470
4717,www,0000110471
2953,wy,0000106535
178,wynd,0001361658
4616,wynn,0001174922
3419,wyy,0001034760
5788,x,0001163302
4163,xair,0001641631
441,xan,0001332551
5365,xbio,0001534525
695,xbit,0001626878
642,xcur,0001698530
2119,xec,0001168054
1440,xel,0000072903
4188,xela,0001620179
5228,xelb,0001083220
2722,xene,0001582313
5243,xent,0001271214
3214,xers,0001346302
1642,xflt,0001703079
3923,xfor,0001501697
2898,xgn,0001274737
3538,xhr,0001616000
1423,xin,0001398453
3505,xlnx,0000743988
1717,xlrn,0001280600
5242,xncr,0001326732
3138,xnet,0001510593
3672,xom,0000034088
1493,xoma,0000791908
4373,xone,0001561627
2256,xp,0001787425
4440,xpel,0001767258
3825,xper,0001803696
603,xpev,0001810997
4026,xpl,0000917225
3009,xpo,0001166003
530,xray,0000818479
4384,xrx,0001770450
4366,xspa,0001410428
509,xtlb,0001023549
4018,xtnt,0001453593
5687,xxii,0001347858
1839,xyf,0001725033
4507,xyl,0001524472
3398,y,0000775368
4253,yala,0001794350
432,ycbd,0001644903
4218,yelp,0001345016
5189,yeti,0001670592
582,yext,0001614178
5593,ygmz,0001782037
1068,ygyi,0001569329
4635,yi,0001738906
3943,yin,0001661125
912,yj,0001759614
4656,ymab,0001722964
1031,yndx,0001513845
3894,yorw,0000108985
479,ypf,0000904851
5387,yrcw,0000716006
5559,yrd,0001631761
5591,ysacu,0001823587
32,yten,0001121702
4871,ytra,0001516899
5093,yum,0001041061
4824,yumc,0001673358
4679,yvr,0000884247
4338,yy,0001530238
4472,z,0001617640
1135,zagg,0001296205
807,zbh,0001136869
1531,zbra,0000877212
3703,zcmd,0001785566
4248,zdge,0001667313
1756,zeal,0001674988
1247,zen,0001463172
300,zeus,0000917470
3634,zgnx,0001375151
5769,zgyh,0001773086
4295,zi,0001794515
2076,zion,0000109380
1535,ziop,0001107421
4407,zixi,0000855612
1400,zkin,0001687451
2943,zlab,0001704292
4419,zm,0001585521
3627,znga,0001439404
1411,znh,0001041668
373,zntl,0001725160
715,zom,0001684144
5520,zs,0001713683
2384,zsan,0001587221
5673,zto,0001677250
4480,ztr,0000836412
2548,zts,0001555280
923,zumz,0001318008
1485,zuo,0001423774
1802,zvo,0001305323
5590,zyme,0001403752
3914,zyne,0001621443
1863,zyxi,0000846475
